requirement_id,tender_id,requirement_text,product,category,technical_attributes,mandatory_constraints,quantity,unit,record_type,synthetic_flag
SYN-REQ-01546,SYN-TENDER-01546,Procurement requirement for product/service conforming to METHODS OF CHEMICAL TESTING OF LEATHER Part 4 N-methyl-2-pyrrolidone NMP in leather,METHODS OF CHEMICAL TESTING OF LEATHER Part 4 N-methyl-2-pyrrolidone NMP in leather,Methods of Tests,chemical; testing; leather; 4; methyl; 2; pyrrolidone; nmp,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01547,SYN-TENDER-01547,Procurement requirement for product/service conforming to CONCRETE VIBRATING TABLES - SPECIFICATION (FIRST REVISION OF IS 2514),CONCRETE VIBRATING TABLES - SPECIFICATION (FIRST REVISION OF IS 2514),Product Specification,concrete; vibrating; tables; first; revision; is; 2514,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01548,SYN-TENDER-01548,Procurement requirement for product/service conforming to Quantitative methods in process improvement - Six sigma: Part 2 tools and techniques,Quantitative methods in process improvement - Six sigma: Part 2 tools and techniques,Others,quantitative; process; improvement; six; sigma; 2; tools; techniques,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01549,SYN-TENDER-01549,Procurement requirement for product/service conforming to Bakery products - Methods of analysis,Bakery products - Methods of analysis,Methods of Tests,bakery; products; analysis,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01550,SYN-TENDER-01550,Procurement requirement for product/service conforming to Milk and milk products - Determination of nitrogen content - Determination of protein and non-protein nitrogen content and true protein content calculation Reference method,Milk and milk products - Determination of nitrogen content - Determination of protein and non-protein nitrogen content and true protein content calculation Reference method,Methods of Tests,milk; products; determination; nitrogen; content; protein; non; true; calculation; reference,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01551,SYN-TENDER-01551,Procurement requirement for product/service conforming to Corrosion of Metals and Alloys — Corrosivity of Atmospheres — Guiding Values for the Corrosivity Categories (First Revision),Corrosion of Metals and Alloys — Corrosivity of Atmospheres — Guiding Values for the Corrosivity Categories (First Revision),Code of Practice,corrosion; metals; alloys; corrosivity; atmospheres; guiding; values; categories; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01552,SYN-TENDER-01552,Procurement requirement for product/service conforming to Dentistry - Base Polymers Part 1 Denture Base Polymers ( First Revision ),Dentistry - Base Polymers Part 1 Denture Base Polymers ( First Revision ),-,dentistry; base; polymers; 1; denture; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01553,SYN-TENDER-01553,Procurement requirement for product/service conforming to Medical Devices Utilizing Animal Tissues and their Derivatives Part 1 Application of Risk Management,Medical Devices Utilizing Animal Tissues and their Derivatives Part 1 Application of Risk Management,Methods of Tests,medical; devices; utilizing; animal; tissues; their; derivatives; 1; application; risk; management,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01554,SYN-TENDER-01554,Procurement requirement for product/service conforming to Specification for Hand — Operated Cheese Press (Vertical),Specification for Hand — Operated Cheese Press (Vertical),Product Specification,hand; operated; cheese; press; vertical,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01555,SYN-TENDER-01555,Procurement requirement for product/service conforming to Connectors for electronic equipment Product requirements Part 1: Generic specification,Connectors for electronic equipment Product requirements Part 1: Generic specification,Code of Practice,connectors; electronic; equipment; product; 1; generic,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01556,SYN-TENDER-01556,Procurement requirement for product/service conforming to ROAD VEHICLES - COMPRESSED NATURAL GAS (CNG)/ BIO- COMPRESSED NATURAL GAS (BIO- CNG) / LIQUEFIED PETROLEUM GAS (LPG) - FUEL SYSTEM COMPONENTS - CNG / BIO- CNG / LPG - COMPARTMENT / SUB- COMPARTMENT (First Revision),ROAD VEHICLES - COMPRESSED NATURAL GAS (CNG)/ BIO- COMPRESSED NATURAL GAS (BIO- CNG) / LIQUEFIED PETROLEUM GAS (LPG) - FUEL SYSTEM COMPONENTS - CNG / BIO- CNG / LPG - COMPARTMENT / SUB- COMPARTMENT (First Revision),Others,road; vehicles; compressed; natural; gas; cng; bio; liquefied; petroleum; lpg; fuel; system,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01557,SYN-TENDER-01557,Procurement requirement for product/service conforming to ICE CREAM AND KULFI - SPECIFICATION (First Revision ),ICE CREAM AND KULFI - SPECIFICATION (First Revision ),Product Specification,ice; cream; kulfi; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01558,SYN-TENDER-01558,Procurement requirement for product/service conforming to Audio Video Information and Communication Technology Equipment - Part 1: Safety Requirements (Second Revision),Audio Video Information and Communication Technology Equipment - Part 1: Safety Requirements (Second Revision),Safety Standard,audio; video; information; communication; technology; equipment; 1; safety; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01559,SYN-TENDER-01559,Procurement requirement for product/service conforming to Specification for silver-tin dental amalgam alloy (First Revision),Specification for silver-tin dental amalgam alloy (First Revision),Product Specification,silver; tin; dental; amalgam; alloy; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01560,SYN-TENDER-01560,Procurement requirement for product/service conforming to Pressure Regulators for use with Medical Gases : Part 1 Pressure Regulators and Pressure Regulators with Flow-Metering Devices first revision,Pressure Regulators for use with Medical Gases : Part 1 Pressure Regulators and Pressure Regulators with Flow-Metering Devices first revision,Product Specification,pressure; regulators; use; medical; gases; 1; flow; metering; devices; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01561,SYN-TENDER-01561,Procurement requirement for product/service conforming to Textiles - Domestic Washing and Drying Procedures for Textile Testing (Second Revision),Textiles - Domestic Washing and Drying Procedures for Textile Testing (Second Revision),Methods of Tests,textiles; domestic; washing; drying; procedures; textile; testing; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01562,SYN-TENDER-01562,Procurement requirement for product/service conforming to Isoproturon technical - Specification first revision,Isoproturon technical - Specification first revision,Product Specification,isoproturon; technical; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01563,SYN-TENDER-01563,Procurement requirement for product/service conforming to ISOBUTENE-ISOPRENE RUBBER IIR EVALUATION PROCEDURES Third Revision,ISOBUTENE-ISOPRENE RUBBER IIR EVALUATION PROCEDURES Third Revision,Methods of Tests,isobutene; isoprene; rubber; iir; evaluation; procedures; third; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01564,SYN-TENDER-01564,Procurement requirement for product/service conforming to Specification for Double - Texture Rubberised Waterproof Fabrics (First Revision),Specification for Double - Texture Rubberised Waterproof Fabrics (First Revision),Product Specification,double; texture; rubberised; waterproof; fabrics; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01565,SYN-TENDER-01565,Procurement requirement for product/service conforming to Guidelines for Treated Wastewater use for Irrigation Projects Part 1 the Basis of a Reuse Project for Irrigation,Guidelines for Treated Wastewater use for Irrigation Projects Part 1 the Basis of a Reuse Project for Irrigation,Code of Practice,treated; wastewater; use; irrigation; projects; 1; basis; reuse; project,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01566,SYN-TENDER-01566,Procurement requirement for product/service conforming to Sodium Silicate - Specification (Third Revision),Sodium Silicate - Specification (Third Revision),Product Specification,sodium; silicate; third; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01567,SYN-TENDER-01567,"Procurement requirement for product/service conforming to Pneumatic fluid power - Cylindrical quick-action couplings for maximum working pressures of 1 MPa, 1.6 MPa and 2.5 MPa (10 bar, 16 bar and 25 bar) - Plug connecting dimensions, specifications, application guidelines and testing (first revision)","Pneumatic fluid power - Cylindrical quick-action couplings for maximum working pressures of 1 MPa, 1.6 MPa and 2.5 MPa (10 bar, 16 bar and 25 bar) - Plug connecting dimensions, specifications, application guidelines and testing (first revision)",Product Specification,pneumatic; fluid; power; cylindrical; quick; action; couplings; maximum; working; pressures; 1; mpa,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01568,SYN-TENDER-01568,Procurement requirement for product/service conforming to Wooden Packing Cases - Specification (Fourth Revision),Wooden Packing Cases - Specification (Fourth Revision),Product Specification,wooden; packing; cases; fourth; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01569,SYN-TENDER-01569,Procurement requirement for product/service conforming to Methods of Test for Vitreous Enamelware Part 2 Test Methods Section 4 Resistance to thermal shock ( Second Revision ),Methods of Test for Vitreous Enamelware Part 2 Test Methods Section 4 Resistance to thermal shock ( Second Revision ),Methods of Tests,test; vitreous; enamelware; 2; 4; resistance; thermal; shock; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01570,SYN-TENDER-01570,Procurement requirement for product/service conforming to Textiles - Helideck Landing Net Made from Sisal or Manila Ropes - Specification,Textiles - Helideck Landing Net Made from Sisal or Manila Ropes - Specification,Product Specification,textiles; helideck; landing; net; made; from; sisal; or; manila; ropes,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01571,SYN-TENDER-01571,Procurement requirement for product/service conforming to N N-DIMETHYLANILINE - SPECIFICATION (SECOND REVISION),N N-DIMETHYLANILINE - SPECIFICATION (SECOND REVISION),Product Specification,dimethylaniline; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01572,SYN-TENDER-01572,Procurement requirement for product/service conforming to Earth - Moving machinery - Determination of ground speed,Earth - Moving machinery - Determination of ground speed,Methods of Tests,earth; moving; machinery; determination; ground; speed,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01573,SYN-TENDER-01573,Procurement requirement for product/service conforming to TYRE YARNS CORDS AND TYRE CORD FABRICS MADE FROM MAN-MADE FIBRES METHODS OF TEST PART 6 WET CONTRACTION AND WET CONTRACTILE FORCE,TYRE YARNS CORDS AND TYRE CORD FABRICS MADE FROM MAN-MADE FIBRES METHODS OF TEST PART 6 WET CONTRACTION AND WET CONTRACTILE FORCE,Methods of Tests,tyre; yarns; cords; cord; fabrics; made; from; man; fibres; test; 6; wet,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01574,SYN-TENDER-01574,Procurement requirement for product/service conforming to Specification for preferred cut sizes of structural timber (First Revision),Specification for preferred cut sizes of structural timber (First Revision),Product Specification,preferred; cut; sizes; structural; timber; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01575,SYN-TENDER-01575,Procurement requirement for product/service conforming to Rubber products - Guidelines for storage (Second Revision),Rubber products - Guidelines for storage (Second Revision),Code of Practice,rubber; products; storage; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-01576,SYN-TENDER-01576,"Procurement requirement for product/service conforming to Code for Breeding, Care, Management and Housing of Laboratory Animals: Part 10 Laboratory Mosquitoes","Code for Breeding, Care, Management and Housing of Laboratory Animals: Part 10 Laboratory Mosquitoes",Code of Practice,breeding; care; management; housing; laboratory; animals; 10; mosquitoes,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
